name,score,episodes,episode_group,type
Brotherhood: Final Fantasy XV,7.09,5.0,2-6,ONA
Wa Wa Wa Wappi-chan,5.64,26.0,14-26,TV
Wa Wa Wa Wappi-chan 2nd Season,5.1,26.0,14-26,TV
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,4.29,13.0,7-13,TV
Uchuu Neko: Mardock no Bouken,4.97,4.0,2-6,ONA
Kemono Friends,7.69,12.0,7-13,TV
Planetarian: Chiisana Hoshi no Yume,7.59,5.0,2-6,ONA
WWW.Working!!,7.53,13.0,7-13,TV
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.84,12.0,7-13,TV
Washimo 4th Season,4.94,44.0,27-52,TV
Zekkyou Gakkyuu: Tensei,5.5,2.0,2-6,Special
Scared Rider Xechs,5.3,12.0,7-13,TV
Kuma Miko Specials,6.56,2.0,2-6,Special
Pâtisserie no Monster,5.03,4.0,2-6,ONA
Koto Nakare Hero Gingerman,4.5,12.0,7-13,TV
Shiiku x Kanojo: Tenshi no Kousoku-hen,5.74,4.0,2-6,OVA
Kurogane no Linebarrels Picture Drama,6.14,9.0,7-13,Special
Joker Game: Kuroneko Yoru no Bouken,6.7,2.0,2-6,Special
Re:Zero kara Hajimeru Break Time,6.74,11.0,7-13,Special
Houkago Initiation,6.38,2.0,2-6,OVA
Osiris no Tenbin: Season 2,5.81,11.0,7-13,ONA
Tanaka-kun wa Itsumo Kedaruge Specials,7.45,7.0,7-13,Special
Musaigen no Phantom World: Limitless Phantom World,6.37,7.0,7-13,Special
Mashou no Nie 3,6.55,2.0,2-6,OVA
Sansha Sanyou Specials,6.74,3.0,2-6,Special
Battle Girl High School,5.9,12.0,7-13,TV
Sore Ike! Sabuibo Mask,5.0,8.0,7-13,TV
Kishibe Rohan wa Ugokanai,7.41,2.0,2-6,OVA
Shi Wan Ge Leng Xiaohua,6.22,12.0,7-13,ONA
Shi Wan Ge Leng Xiaohua 2nd Season,5.82,13.0,7-13,ONA
Shi Wan Ge Leng Xiaohua Di 3rd Season,6.8,49.0,27-52,ONA
Lostorage Incited WIXOSS,6.78,12.0,7-13,TV
Shounen Ashibe Anzen Kyouiku Anime,5.67,2.0,2-6,OVA
Fukumenkei Noise,7.15,12.0,7-13,TV
Kobayashi-san Chi no Maid Dragon,8.17,13.0,7-13,TV
Utawarerumono: Itsuwari no Kamen Specials,6.7,2.0,2-6,Special
Huyao Xiao Hongniang: Wangquan Fugui,7.68,14.0,14-26,ONA
Onizushi,5.67,3.0,2-6,ONA
Fudanshi Koukou Seikatsu,6.65,12.0,7-13,TV
Mobile Suit Gundam-san (ONA),6.21,15.0,14-26,ONA
Kotowaza Gundam-san,6.08,17.0,14-26,ONA
Fella Hame Lips,7.24,2.0,2-6,OVA
Koneko no Chi: Ponponra Daibouken,6.9,51.0,27-52,TV
Honobono Log,7.47,10.0,7-13,TV
Kiitarou Shounen no Youkai Enikki,6.47,12.0,7-13,TV
Ame-iro Cocoa in Hawaii,4.78,12.0,7-13,TV
Tsubasa to Hotaru (2016),6.48,3.0,2-6,Special
Ajin 2nd Season,7.86,13.0,7-13,TV
Arslan Senki (TV) OVA,7.03,2.0,2-6,OVA
Chobitto Zukan,4.5,52.0,27-52,TV
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.9,8.0,7-13,OVA
Nanocore,6.28,10.0,7-13,ONA
Nanocore 2nd Season,6.89,10.0,7-13,ONA
Bouningen Weekend,5.24,20.0,14-26,ONA
Onara Gorou,5.61,13.0,7-13,TV
Nanocore: NG Scenes - Nano's Daily Life,5.05,2.0,2-6,ONA
Strike the Blood II,7.28,8.0,7-13,OVA
Gra-P & Rodeo II,3.94,27.0,27-52,TV
Pinkerton,6.7,3.0,2-6,OVA
Magic-Kyun! Renaissance,7.26,13.0,7-13,TV
Manga Kotowaja Jiten,5.94,88.0,53-100,TV
Hua Jianghu Zhi Ling Zhu,6.95,41.0,27-52,ONA
Jie Mo Ren,6.4,14.0,14-26,ONA
Peach Command Shin Momotarou Densetsu,6.47,24.0,14-26,TV
Digimon Universe: Appli Monsters,6.75,52.0,27-52,TV
JK Bitch ni Shiboraretai,7.31,2.0,2-6,OVA
ACCA: 13-ku Kansatsu-ka,7.72,12.0,7-13,TV
Zhongguo Jingqi Xiansheng,6.67,63.0,53-100,ONA
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.57,12.0,7-13,TV
Zhen Hun Jie,7.91,24.0,14-26,ONA
Violet Evergarden,8.6,13.0,7-13,TV
Cardcaptor Sakura: Clear Card-hen,7.91,22.0,14-26,TV
Wo Jiao Bai Xiaofei,6.54,39.0,27-52,ONA
Starmyu 2nd Season,7.48,12.0,7-13,TV
Toukiden 2,5.73,3.0,2-6,ONA
Atom: The Beginning,6.93,12.0,7-13,TV
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.29,24.0,14-26,TV
Ippou Nippon Mukashibanashi,4.32,12.0,7-13,ONA
Gakuen Handsome,6.47,12.0,7-13,TV
Mahou Shoujo? Naria☆Girls,3.83,12.0,7-13,TV
Hua Jiang Hu Zhi Bu Liang Ren,7.5,54.0,53-100,ONA
Otona no Ikkyuu-san,4.32,13.0,7-13,TV
Shiritsu Liyon Gakuen,5.5,17.0,14-26,ONA
Super Lovers 2,7.67,10.0,7-13,TV
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.77,12.0,7-13,TV
Hitori no Shita: The Outcast,6.78,12.0,7-13,TV
Oscar's Oasis,5.91,78.0,53-100,TV
Shuumatsu no Izetta,6.82,12.0,7-13,TV
Heybot!,5.86,50.0,27-52,TV
Huyao Xiao Hongniang: Yue Hong,7.78,13.0,7-13,ONA
Piace: Watashi no Italian,5.9,12.0,7-13,TV
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,6.85,6.0,2-6,Special
Bernard-jou Iwaku.,6.02,12.0,7-13,TV
Tokyo Futago Athletic,6.97,8.0,7-13,TV
Busou Shoujo Machiavellianism,7.12,12.0,7-13,TV
UQ Holder!: Mahou Sensei Negima! 2,7.15,12.0,7-13,TV
Muzumuzu Eighteen,6.13,20.0,14-26,TV
Boku no Hero Academia 2nd Season,8.71,25.0,14-26,TV
Masamune-kun no Revenge,7.02,12.0,7-13,TV
Little Witch Academia (TV),8.09,25.0,14-26,TV
Kaitou Joker 4th Season,7.42,13.0,7-13,TV
Acerola-chan,5.44,3.0,2-6,ONA
Go Go Smile Anime,4.61,6.0,2-6,Special
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.84,12.0,7-13,TV
Tsumamigui 3 The Animation,7.19,2.0,2-6,OVA
Ao no Exorcist: Kyoto Fujouou-hen,7.66,12.0,7-13,TV
Si Ling Bianma: Zhi Shijie Caozong Zhe,5.49,12.0,7-13,ONA
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,6.3,6.0,2-6,ONA
Kubbe Kort Animasjon,5.42,24.0,14-26,ONA
Juushinki Pandora,6.41,26.0,14-26,TV
Twin Angel Break,5.93,12.0,7-13,TV
Shima Kousaku no Asia Risshi-den,5.83,26.0,14-26,TV
Shima Kousaku no Asia Risshi-den Specials,5.0,4.0,2-6,Special
Bishoujo Yuugi Unit Crane Game Girls Galaxy,4.78,12.0,7-13,TV
Mameshiba Gakuen,5.19,6.0,2-6,Special
Tanahashi Hiroshi X Mameshiba Pro Wrestling,5.22,2.0,2-6,Special
Mameshi-Pamyu-Pamyu,5.45,9.0,7-13,Special
Mameshiba Bangai-hen,5.8,4.0,2-6,Special
Heibai Wushang,6.4,12.0,7-13,ONA
Re:Petit kara Hajimeru Isekai Seikatsu,6.83,14.0,14-26,Special
Zenryoku Yobikou 5.5 Seminar,5.42,9.0,7-13,ONA
Idol Memories,5.35,12.0,7-13,TV
BanG Dream!,6.97,13.0,7-13,TV
Hungry Zombie Francesca!!,5.34,2.0,2-6,Music
ViVid Strike!,7.23,12.0,7-13,TV
Na Sa Er Ding,4.7,50.0,27-52,TV
Menghuan Xiyou,6.5,13.0,7-13,ONA
Menghuan Xiyou 2,6.08,13.0,7-13,ONA
Mo Jing Lieren,5.92,26.0,14-26,ONA
Mo Jing Lieren 2nd Season,6.22,26.0,14-26,ONA
Mo Jing Lieren 3rd Season,6.57,29.0,27-52,ONA
Ling Qi,7.18,20.0,14-26,ONA
Xing You Ji,6.93,26.0,14-26,TV
Hitorijime My Hero,7.61,12.0,7-13,TV
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.76,13.0,7-13,ONA
Kagi Hime Monogatari: Eikyuu Alice Rondo - Extra Song,5.75,6.0,2-6,Music
Soushin Shoujo Matoi,6.76,12.0,7-13,TV
Xingji Biaoche Wang,5.04,52.0,27-52,TV
Feng Shu Zhan Jing,5.64,26.0,14-26,TV
Nazotokine,4.91,12.0,7-13,TV
Tong Zhi Zhe,6.61,10.0,7-13,ONA
Chao Shen Youxi,5.06,25.0,14-26,ONA
AOTU Shijie,6.69,32.0,27-52,ONA
Bikini Warriors OVA,5.7,5.0,2-6,OVA
Seihou Bukyou Outlaw Star Specials,7.17,2.0,2-6,Special
Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,4.27,12.0,7-13,ONA
Saiyuuki Reload Blast,7.33,12.0,7-13,TV
Neko no Dayan: Fushigi Gekijou,5.56,30.0,27-52,TV
Gabriel DropOut,7.58,12.0,7-13,TV
Inazuma Eleven: Ares no Tenbin,7.01,26.0,14-26,TV
Tian Xin Ge Ge,6.59,52.0,27-52,TV
Fuuka,6.71,12.0,7-13,TV
Anitore! XX: Hitotsu Yane no Shita de,5.68,12.0,7-13,TV
Tian Xin Ge Ge 2nd Season,7.29,52.0,27-52,TV
Ma Shen,6.29,16.0,14-26,ONA
Hen Xi You,6.54,20.0,14-26,ONA
Shuang Yue Zhi Cheng,6.22,13.0,7-13,ONA
Wu Geng Ji,7.52,30.0,27-52,ONA
Feng Wei Ying Xiong,6.67,13.0,7-13,ONA
Shen Ming Zhi Zhou,6.74,12.0,7-13,ONA
Qui Shui Yi Yun,5.76,12.0,7-13,ONA
Yong Zhe Da Mao Xian,6.83,26.0,14-26,ONA
Yong Zhe Da Mao Xian 2nd Season,6.67,26.0,14-26,ONA
Ying Xiong Bie Nao,6.25,13.0,7-13,ONA
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,6.85,2.0,2-6,OVA
Cheating Craft,5.54,12.0,7-13,TV
Spy Penguin (ONA),4.73,43.0,27-52,ONA
Soul Buster,5.89,12.0,7-13,TV
"Watashitachi, Luck Logic-bu! 2",5.62,12.0,7-13,ONA
Jakusansei Million Arthur Specials,5.67,3.0,2-6,Special
Life!,5.92,2.0,2-6,TV
Usamaru,6.21,12.0,7-13,ONA
Marginal#4: Kiss kara Tsukuru Big Bang,6.81,12.0,7-13,TV
Feng Shu Zhan Jing 2,6.36,26.0,14-26,TV
Mahou Shoujo Nante Mou Ii Desukara. Second Season,6.1,12.0,7-13,TV
ID-0,6.73,12.0,7-13,TV
Shiguang Guiyu,5.42,10.0,7-13,ONA
Sengoku Choujuu Giga: Kou,5.89,13.0,7-13,TV
Macross Δ: Delta Shougekijou,6.23,9.0,7-13,Special
Girlfriend (Note),6.19,3.0,2-6,ONA
Teekyuu 8,6.76,12.0,7-13,TV
Ao Oni The Animation,5.24,13.0,7-13,TV
Sin: Nanatsu no Taizai,5.73,12.0,7-13,TV
PJ Berri no Mogumogu Munyamunya,5.85,20.0,14-26,TV
Seiren,6.37,12.0,7-13,TV
Kabuki-bu!,6.63,12.0,7-13,TV
Fushigi no Yappo Shima: Pukipuki to Poi,5.8,25.0,14-26,TV
Nil Admirari no Tenbin,6.6,12.0,7-13,TV
Show By Rock!! x Joysound,5.63,4.0,2-6,ONA
Nani no Yaku ni Mo Tatanai Karappona Hanashi,3.57,2.0,2-6,ONA
Fujilog (ONA),3.74,2.0,2-6,ONA
Estima: Sense of Wonder,4.85,13.0,7-13,ONA
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,7.19,2.0,2-6,Special
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,6.77,2.0,2-6,Special
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,7.19,2.0,2-6,Special
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,7.17,2.0,2-6,Special
Chao You Bing,5.9,4.0,2-6,ONA
Omoi Au Christmas 2011,4.09,3.0,2-6,Special
Saredo Tsumibito wa Ryuu to Odoru,5.92,12.0,7-13,TV
IDOLiSH7,8.06,17.0,14-26,TV
Suntory Minami Alps no Tennensui,6.05,3.0,2-6,Special
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,5.9,12.0,7-13,ONA
Suntory CMs,5.01,8.0,7-13,Special
Wanwanwan Coin,5.16,15.0,14-26,ONA
Hua Jiang Hu Zhi Bu Liang Ren 2nd Season,7.63,40.0,27-52,ONA
Quanzhi Gaoshou,8.09,12.0,7-13,ONA
Yasamura Yasashi no Yasashii Sekai,4.7,16.0,14-26,TV
Kyoto Gakuen Daigaku,5.47,3.0,2-6,Special
Best Care Group,5.47,3.0,2-6,ONA
Towel Story,5.86,4.0,2-6,ONA
Taka no Tsume x Megane Super,4.42,2.0,2-6,ONA
Hinako Note,6.8,12.0,7-13,TV
Robber's Company,6.07,6.0,2-6,ONA
Shoujo-tachi no Sadism The Animation,6.9,2.0,2-6,OVA
Yume Oukoku to Nemureru 100-nin no Ouji-sama,5.97,12.0,7-13,TV
Shuangsheng Lingtan,7.44,20.0,14-26,ONA
Cyphers,5.63,3.0,2-6,ONA
3-Nen D-Gumi Glass no Kamen,4.89,13.0,7-13,TV
Pretty x Cation 2 The Animation,7.29,2.0,2-6,OVA
Onihei,7.35,13.0,7-13,TV
Bloodivores,5.65,12.0,7-13,TV
Elite Banana Banao,5.57,9.0,7-13,ONA
Demi-chan wa Kataritai,7.74,12.0,7-13,TV
Servamp Specials,7.16,3.0,2-6,Special
Bakukyuu Renpatsu! Super B-Daman Specials,5.3,2.0,2-6,Special
Kakuchou Shoujo-kei Trinary,6.55,34.0,27-52,ONA
Days (TV) OVA,6.79,2.0,2-6,OVA
To Be Hero,7.03,12.0,7-13,TV
Isekai Shokudou,7.39,12.0,7-13,TV
Hagane Orchestra,5.64,12.0,7-13,TV
Seikatsu Shidou!! Anime Edition,6.16,2.0,2-6,OVA
Tsugumomo,7.12,12.0,7-13,TV
Idol Jihen,5.71,12.0,7-13,TV
Bokura no Sex,6.44,2.0,2-6,OVA
Tonari no Onigiri-kun,5.56,3.0,2-6,Special
Akiba's Trip The Animation,6.7,13.0,7-13,TV
100% Pascal-sensei (TV),5.64,36.0,27-52,TV
Berserk 2nd Season,7.03,12.0,7-13,TV
Uchouten Kazoku 2,8.2,12.0,7-13,TV
Cardfight!! Vanguard G: Next,6.81,52.0,27-52,TV
Ukkari Pénélope (2013),5.88,13.0,7-13,TV
Tales of Zestiria the X 2nd Season,7.44,13.0,7-13,TV
Chiruran: Nibun no Ichi,5.68,12.0,7-13,TV
Norasco Specials,6.22,6.0,2-6,Special
Gintama.,9.0,12.0,7-13,TV
Sakurada Reset,7.41,24.0,14-26,TV
Knight's & Magic,7.29,13.0,7-13,TV
Kyoukai no Rinne 3rd Season,7.11,25.0,14-26,TV
High School Fleet OVA,7.22,2.0,2-6,OVA
Rewrite 2nd Season,7.43,11.0,7-13,TV
Eyedrops,5.1,4.0,2-6,ONA
Nyanko Days,6.66,12.0,7-13,TV
PePePePengiin,5.29,13.0,7-13,TV
Tsubuyaki-tai,4.3,52.0,27-52,ONA
Buddy Go! 2,6.37,4.0,2-6,Special
Zero kara Hajimeru Mahou no Sho,7.2,12.0,7-13,TV
Tenshi no 3P!,6.77,12.0,7-13,TV
Inazuma Eleven: Outer Code,7.02,6.0,2-6,ONA
Ima no Watashi ni Dekiru Koto...,5.64,2.0,2-6,ONA
Hibike! Euphonium 2 Specials,6.6,7.0,7-13,Special
Dochamon Junior 2,5.73,16.0,14-26,TV
Meiji Tokyo Renka,6.32,12.0,7-13,TV
Getsuyoubi no Tawawa,6.51,12.0,7-13,ONA
Higanjima X,5.86,12.0,7-13,ONA
Forest Fairy Five,3.26,13.0,7-13,TV
Kimoshiba,5.92,13.0,7-13,TV
Ohayou! Kokekkou-san,6.25,50.0,27-52,TV
Pittanko! Nekozakana,6.0,50.0,27-52,TV
Mutsugo to Ouma no Monogatari,6.37,6.0,2-6,ONA
Aqua Kids,4.83,26.0,14-26,TV
Cinderella Girls Gekijou,6.59,13.0,7-13,TV
Oushitsu Kyoushi Heine,7.58,12.0,7-13,TV
Grancrest Senki,7.3,24.0,14-26,TV
Gamers!,7.19,12.0,7-13,TV
High School DxD Hero,7.51,12.0,7-13,TV
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,6.0,2-6,TV
Schoolgirl Strikers: Animation Channel,5.72,13.0,7-13,TV
Kirakira☆Precure A La Mode,6.9,49.0,27-52,TV
Kamigami no Ki,5.67,16.0,14-26,TV
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.14,12.0,7-13,TV
Quanzhi Fashi,7.49,12.0,7-13,ONA
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,4.55,8.0,7-13,TV
Saimin Class,6.26,2.0,2-6,OVA
Crayon Shin-chan Gaiden: Omocha Wars,6.71,13.0,7-13,ONA
Pokemon XY&Z Specials,7.06,2.0,2-6,Special
Iwaki Meisei Daigaku,4.44,3.0,2-6,ONA
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6.28,12.0,7-13,TV
Lost Song,7.29,12.0,7-13,TV
Pig: Oka no Ue no Dam Keeper,6.86,10.0,7-13,ONA
Diamond no Ace: Second Season OVA,7.6,2.0,2-6,OVA
Alice to Zouroku,7.19,12.0,7-13,TV
Himitsukessha Taka no Tsume Specials,5.16,4.0,2-6,Special
Cofun Gal no Coffy (TV) Specials,5.0,4.0,2-6,Special
Ocha-ken: Hotto Monogatari,6.12,13.0,7-13,TV
Kyonyuu Reijou MC Gakuen,6.83,2.0,2-6,OVA
Ocha-ken: Ryokutto Monogatari,6.13,13.0,7-13,TV
Vatican Kiseki Chousakan,6.43,12.0,7-13,TV
Himitsukessha Taka no Tsume Countdown Specials,5.5,5.0,2-6,Special
Cofun Gal no Coffy Campus Life Specials,6.0,5.0,2-6,Special
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,4.93,12.0,7-13,Special
Citrus,6.79,12.0,7-13,TV
Netsuzou TRap,5.5,12.0,7-13,TV
Koro-sensei Quest!,7.27,12.0,7-13,ONA
Mobile Suit Gundam Thunderbolt 2nd Season,7.36,4.0,2-6,ONA
One Room,5.7,12.0,7-13,TV
Room Mate,4.87,12.0,7-13,TV
Taimanin Asagi 3,6.55,2.0,2-6,OVA
Love Kome: We Love Rice,4.66,12.0,7-13,TV
Hajimete no Gal,6.5,10.0,7-13,TV
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,5.89,26.0,14-26,TV
Taishou Mebiusline: Chicchai-san,4.72,12.0,7-13,TV
Nanbaka 2,7.61,12.0,7-13,ONA
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,7.29,24.0,14-26,ONA
Frame Arms Girl,6.49,12.0,7-13,TV
Baki,7.5,26.0,14-26,ONA
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.69,6.0,2-6,TV
Masou Gakuen HxH Specials,6.73,6.0,2-6,Special
The Reflection,5.18,12.0,7-13,TV
Kekkai Sensen & Beyond,8.04,12.0,7-13,TV
Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,6.14,24.0,14-26,TV
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.27,2.0,2-6,OVA
Yami Shibai 4,5.68,13.0,7-13,TV
Tsukipro The Animation,6.75,13.0,7-13,TV
Shokugeki no Souma: Ni no Sara OVA,7.7,2.0,2-6,OVA
Gan Gan Ganko-chan,4.63,10.0,7-13,TV
Sushi Azarashi,5.22,30.0,27-52,TV
Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,6.4,4.0,2-6,OVA
Sakura Quest,7.46,25.0,14-26,TV
Death March kara Hajimaru Isekai Kyousoukyoku,6.87,12.0,7-13,TV
Kenka Banchou Otome: Girl Beats Boys,6.6,12.0,7-13,TV
Inazma Delivery,6.49,10.0,7-13,TV
KochinPa! Dainiki,4.62,24.0,14-26,TV
Hei Mao Jing Zhang,5.78,5.0,2-6,TV
Hei Mao Jing Zhang (1992),6.0,12.0,7-13,TV
Days (TV): Touin Gakuen-sen!,6.96,3.0,2-6,OVA
Pokemon Generations,7.56,18.0,14-26,ONA
Mobile Suit Gakuen: G-Reco Koushien,5.34,9.0,7-13,Special
"Wake Up, Girls! Shin Shou",6.51,12.0,7-13,TV
Centaur no Nayami,6.56,12.0,7-13,TV
Toriko no Kusari,6.61,2.0,2-6,OVA
Anata wa Watashi no Mono,6.3,2.0,2-6,OVA
Terra Formars: Earth-hen,6.65,2.0,2-6,OVA
Natsume Yuujinchou Go Specials,8.38,2.0,2-6,Special
Inuyashiki,7.84,11.0,7-13,TV
Dive!!,6.15,12.0,7-13,TV
Shoukoku no Altair,7.56,24.0,14-26,TV
Ryuu no Haisha,7.53,2.0,2-6,Special
Warau Salesman New,6.27,12.0,7-13,TV
Dream Festival! R,6.98,12.0,7-13,ONA
Re:Creators,7.66,22.0,14-26,TV
Jikan no Shihaisha,6.41,13.0,7-13,TV
Nanatsu no Taizai: Imashime no Fukkatsu,8.28,24.0,14-26,TV
Nana Maru San Batsu,6.8,12.0,7-13,TV
Natsume Yuujinchou Roku,8.72,11.0,7-13,TV
Made in Abyss,8.88,13.0,7-13,TV
Guomin Laogong Dai Huijia,6.27,12.0,7-13,ONA
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.28,3.0,2-6,OVA
Lostorage Conflated WIXOSS,7.18,12.0,7-13,TV
Saiki Kusuo no Ψ-nan 2,8.65,24.0,14-26,TV
Blend S,7.55,12.0,7-13,TV
Bakuon!! no Kobeya,6.09,4.0,2-6,Special
MiniGARO,4.2,2.0,2-6,ONA
MiniGARO Manner Movie,4.36,2.0,2-6,Movie
Ballroom e Youkoso,8.31,24.0,14-26,TV
Shingeki no Bahamut: Genesis - Short Story,7.15,2.0,2-6,ONA
Kokekkou-san,4.92,26.0,14-26,TV
Zenmaiji-kake no Truffe,4.41,2.0,2-6,ONA
Fate/Apocrypha,7.18,25.0,14-26,TV
Capsule Boy,5.21,26.0,14-26,TV
Kemy,4.64,52.0,27-52,TV
Kemy Tamheomdae,4.17,26.0,14-26,TV
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,5.33,26.0,14-26,TV
Monsuto Anime,6.42,23.0,14-26,ONA
Chou Yuu Sekai: Being the Reality,6.42,20.0,14-26,ONA
Xiong Chumo Zhi: Xiari Lianlian Kan,3.88,52.0,27-52,TV
Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,4.06,52.0,27-52,TV
Bikkuriman Kids: Theme Fighter Nyander,4.5,4.0,2-6,ONA
Girls★Battle Aloe Megumi,7.22,24.0,14-26,TV
Benpiyaku Colace,4.11,7.0,7-13,ONA
Kujira no Kora wa Sajou ni Utau,7.32,12.0,7-13,TV
In Search of Axis,4.74,3.0,2-6,Special
Shiseido HG Super Hard,4.92,6.0,2-6,Special
Junlin Chengxia,6.38,13.0,7-13,ONA
Kaito x Ansa,5.09,12.0,7-13,TV
Sengoku Choujuu Giga: Otsu,5.9,13.0,7-13,TV
Yareruko! Densha Ecchi,6.86,2.0,2-6,ONA
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),5.85,37.0,27-52,TV
Youjo Shenki,6.78,12.0,7-13,ONA
Mahoujin Guruguru (2017),7.93,24.0,14-26,TV
Meikoku Gakuen: Jutai-hen,7.09,2.0,2-6,OVA
Rilu Rilu Fairilu: Yousei no Door,6.68,59.0,53-100,TV
Chen-Kuro Gakuen,5.53,3.0,2-6,Movie
Kine-Pass Gekijou,4.4,3.0,2-6,Movie
Kuro-Nikuru Girls,5.44,3.0,2-6,ONA
Chein Kuro-Nikuru!!,5.4,12.0,7-13,Special
Dynamic Chord,4.67,12.0,7-13,TV
Eureka Seven AO Final Episode: One More Time - Lord Don't Slow Me Down,6.76,5.0,2-6,ONA
Tama Pawns,5.81,6.0,2-6,ONA
Idol Time PriPara,7.26,51.0,27-52,TV
Yukai na Animal Bus,5.2,12.0,7-13,TV
Tamashii Insert,7.05,2.0,2-6,OVA
Yuru Camp△,8.33,12.0,7-13,TV
PriPri Chii-chan!!,6.23,36.0,27-52,TV
Action Heroine Cheer Fruits,6.57,12.0,7-13,TV
ViVid Strike! Specials,6.78,3.0,2-6,Special
Susume! Godzilland,5.62,4.0,2-6,OVA
Zo Zo Zo Zombie-kun,4.51,2.0,2-6,ONA
Tsuki ga Kirei,8.31,12.0,7-13,TV
Souryo to Majiwaru Shikiyoku no Yoru ni...,4.64,12.0,7-13,TV
Keppeki Danshi! Aoyama-kun,7.05,12.0,7-13,TV
Hanitarou Desu.,5.8,70.0,53-100,TV
Hina Logi: From Luck & Logic,6.76,12.0,7-13,TV
Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.72,13.0,7-13,ONA
Future Card Buddyfight Battsu,6.32,52.0,27-52,TV
Sanrio Danshi,6.65,12.0,7-13,TV
Haruniwa Ie no 3 Nin-me,6.78,45.0,27-52,TV
Ponkotsu Quest x Monsterz,5.53,3.0,2-6,ONA
Pikaia!!,5.2,13.0,7-13,TV
Gabriel DropOut Specials,7.76,2.0,2-6,Special
Zoku Touken Ranbu: Hanamaru,7.4,12.0,7-13,TV
Aho Girl,7.19,12.0,7-13,TV
Keijo!!!!!!!! Specials,6.63,6.0,2-6,Special
Makeruna!! Aku no Gundan!,5.25,12.0,7-13,TV
Buppu na Mainichi,5.18,27.0,27-52,TV
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.32,2.0,2-6,ONA
Monmusu Quest!,6.81,2.0,2-6,ONA
Beyblade Burst God,6.73,51.0,27-52,TV
Tsurezure Children,7.86,12.0,7-13,TV
RoboMasters the Animated Series,6.59,6.0,2-6,TV
Duel Masters (2017),5.58,51.0,27-52,TV
New Game!!,7.89,12.0,7-13,TV
The iDOLM@STER SideM,7.39,13.0,7-13,TV
Yaiyai Mori no Comic,4.67,15.0,14-26,ONA
Nenbutsu Monogatari,6.67,7.0,7-13,OVA
Butten Monogatari,5.36,12.0,7-13,OVA
Rilu Rilu Fairilu: Mahou no Kagami,6.38,51.0,27-52,TV
Akindo Sei no Little Peso,5.07,12.0,7-13,TV
Kakegurui,7.55,12.0,7-13,TV
Koi to Uso,6.77,12.0,7-13,TV
Dongguo Xiaojie,6.38,15.0,14-26,ONA
Gakuen Shinshoku: XX of the Dead,6.56,2.0,2-6,OVA
Tesapuru dayo! Schedule no Au Hito dake Shuugou!,4.59,6.0,2-6,Special
Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,6.53,10.0,7-13,ONA
Killing Bites,6.82,12.0,7-13,TV
Jigoku Shoujo: Yoi no Togi,6.6,6.0,2-6,TV
Love Live! Sunshine!! 2nd Season,7.74,13.0,7-13,TV
Marvel Future Avengers,5.68,26.0,14-26,TV
